date,busloans_psavert_ratio,busloans_psavert_ratio_ma6,busloans_psavert_ratio_yoy_pct,busloans_psavert_ratio_zscore24,cpi_yoy_pct,cpi_yoy_pct_ma6,cpi_yoy_pct_zscore24,y_crisis_t_plus_18m
1986-03-01,51.03222222222222,54.98869250545395,-8.585875101857166,0.2526321042342811,2.1535580524344455,3.3109694098408284,-3.0010177834632374,0
1986-04-01,52.30268041237114,54.673305907515804,7.077339544458328,0.3508292690631284,1.5887850467289688,3.0365978722753595,-3.059007916632739,0
1986-05-01,54.61821505376344,54.56952323129119,24.959726218439336,0.5858822432006092,1.679104477611948,2.7308202551378744,-2.423430485022302,0
1986-06-01,54.39164893617021,53.964617821428085,8.252342684046553,0.4968035790713625,1.7674418604651132,2.393482366163261,-2.009867674655305,0
1986-07-01,55.14910752688172,53.56848440157887,3.061634776140232,0.5364375300596671,1.671309192200554,2.0097822425675482,-1.8774419300866818,0
1986-08-01,57.85740449438202,54.22521310763179,-4.304891293664248,0.8533098459735423,1.575532900834098,1.739288588379188,-1.7721180699121157,0
1986-09-01,72.89277464788732,57.86863851190932,7.663955076304663,2.611939670244305,1.757631822386685,1.673300883371228,-1.4348841429956398,0
1986-10-01,62.35277108433735,59.54365362390368,15.052626781690815,1.1214935031397284,1.5668202764977046,1.6696400883326838,-1.4954506614038925,0
1986-11-01,60.92373255813954,60.59457320796636,10.28734199477277,0.8488982119599243,1.2844036697247763,1.6038566203514886,-1.6233943664199655,0
1986-12-01,79.31008823529412,64.74764642448702,36.69184773528173,2.8604071479424604,1.187214611872145,1.507152078919327,-1.5634230324146385,0
1987-01-01,58.39167021276596,65.28807353880106,1.5049952207568662,0.16128364788677418,1.364877161055511,1.4560800737284865,-1.2641242284351943,0
1987-02-01,66.7534512195122,66.77074799298941,23.80772535848856,1.1567076723796317,1.9143117593436676,1.512543216813415,-0.6609340134803999,0
1987-03-01,67.67824691358025,65.90166003727157,32.618655364197416,1.174862429395003,2.8414298808432603,1.6931762265561776,0.3101907096423626,0
1987-04-01,133.99407317073172,77.84187705167064,156.1896868655285,4.18655251753542,3.679852805887762,2.0453483147878537,1.161193402387681,0
1987-05-01,70.71597435897436,79.47391735180976,29.47324311013293,0.46341878077856824,3.669724770642202,2.4429018316074247,1.1415263678106153,0
1987-06-01,75.966,78.91656931259408,39.664822607506814,0.711480858443579,3.7477148080438782,2.8696518643027136,1.2120758218620487,0
1987-07-01,77.92822535211268,82.17266183581853,41.304599197960854,0.7638792579682824,3.926940639269394,3.2966624440050274,1.3424065729083319,0
1987-08-01,81.4639705882353,84.62441506393905,40.801287752452666,0.9049284081123439,4.2883211678832245,3.69233067876162,1.5855097136195777,0
1987-09-01,77.93856944444444,86.33446881908309,6.922215296277456,0.6692128809165094,4.2727272727272725,3.930880244075622,1.466032238446051,0
1987-10-01,71.27517721518987,75.88131949315944,14.30955830140126,0.24849428475376145,4.355716878402904,4.043524256161479,1.4361058495381158,0
1987-11-01,68.61039024390244,75.53038880731413,12.616852847004289,0.06253207411187571,4.528985507246386,4.186734378928843,1.486786128027985,0
1987-12-01,67.2895119047619,74.08430745810777,-15.15642788704261,-0.03765548958436272,4.332129963898912,4.284136904904682,1.2774434194716258,0
1988-01-01,71.79493670886075,73.06209268423244,22.954072810824442,0.1943896633442243,4.129263913824044,4.31785745066379,1.1006070361113067,0
1988-02-01,67.67573809523809,70.76405393539959,1.3816317491855745,-0.08584622398744642,3.9355992844364973,4.259070470089337,0.9041830671004305,0
1988-03-01,71.4068,69.67542569465884,5.509234143107777,0.09082062267636551,3.832442067736186,4.185689602590822,0.7607289041449731,0
1988-04-01,66.36758620689656,68.85749385994329,-50.46975986592128,-0.26561049066913595,3.9929015084294583,4.125220374261914,0.8153822500665221,0
1988-05-01,70.3455421686747,69.14668584740532,-0.5238309924420315,-0.05493798204133145,3.9823008849557473,4.034106270546808,0.7392807633833589,0
1988-06-01,70.1177738095238,69.61806283153233,-7.698478517331697,-0.11580469766327114,3.96475770925111,3.9728775614388403,0.6614143643863726,0
1988-07-01,69.04546511627908,69.15981756610203,-11.398643040692292,-0.23320552875532194,4.130052724077338,3.97300902981439,0.7293646240403703,0
1988-08-01,70.76055952380952,69.67395447086395,-13.13882810663236,-0.15537747358180945,4.111986001749779,4.002406816033269,0.6496774761523592,0
1988-09-01,67.64893181818182,69.04764310722759,-13.202240815565903,-0.3588662395303311,4.184829991281602,4.061138136624172,0.6486387715991841,0
1988-10-01,69.65568604651163,69.59565974716342,-2.2721671582643155,-0.24149456352797474,4.260869565217407,4.1057994794221635,0.6553870859173073,0
1988-11-01,71.56269047619048,69.79851779841606,4.302992916660187,-0.1394952616083717,4.246100519930662,4.149766085251316,0.5874072745552313,0
1988-12-01,72.87334939759036,70.25778039642715,8.298228557121256,-0.025166231019181442,4.4117647058823595,4.224267251356524,0.7528549060627621,0
1989-01-01,71.33637647058823,70.63959895547868,-0.6387083258141746,-0.18097543887235143,4.482758620689653,4.283051567458577,0.9163851087887727,1
1989-02-01,69.33988764044943,70.40282030825199,2.459004647824359,-0.339428685994807,4.647160068846801,4.37224724530808,1.516054870784143,1
1989-03-01,65.57275531914894,70.0567908917465,-8.170152815769738,-0.6130737142740147,4.892703862660941,4.4902262238713035,2.3754851887202664,1
1989-04-01,74.59838554216867,70.88057414102268,12.401836206025528,0.8466935521696931,5.034129692832767,4.619102911807198,2.418318963623013,1
1989-05-01,78.0442625,71.96083614499094,10.944148120808128,1.560559128645776,5.276595744680845,4.7908521159322275,2.6116252030093916,1
1989-06-01,77.06328395061728,72.65915857049542,9.905491523391884,1.2939728182402987,5.1694915254237195,4.917139919189121,2.05136329260636,1
1989-07-01,77.88455555555556,73.75052175132332,12.801840677574727,1.491911460820766,5.063291139240511,5.013895338947598,1.607701932448038,1
1989-08-01,84.68253333333334,76.30762936680397,19.674765014880013,2.83955541808825,4.621848739495804,5.009676784055765,0.5068995230727278,1
1989-09-01,80.63639240506329,78.8182355477897,19.19832322229049,1.847228633723667,4.435146443514637,4.933417214198047,0.04221444214732775,1
1989-10-01,76.11352380952381,79.07075859234888,9.271084859748635,0.8351391945639947,4.587155963302747,4.858921592609711,0.38398015574587946,1
1989-11-01,75.26050588235294,78.60679915607437,5.167239215793251,0.6022187460556078,4.655029093931851,4.755327150818212,0.531645333078725,1
1989-12-01,82.849987012987,79.57124966646933,13.690378852994689,1.9224596929518087,4.639602319801162,4.667012283214452,0.46252345476533024,1
1990-01-01,80.47943037974683,80.00372880383453,12.816818517447759,1.3324196981521546,5.198019801980203,4.6894670603377335,1.6051036501342795,1
1990-02-01,74.88608235294117,78.37098697376918,7.998563166485972,0.23080517607811527,5.263157894736836,4.7963519195445725,1.589246319976274,0
1990-03-01,76.89683132530119,77.74772679380882,17.26948326486646,0.5725741967355575,5.237315875613735,4.930046824894422,1.4193815098466953,0
1990-04-01,73.67588505747126,77.34145366846674,-1.2366225863908786,-0.11035227264838646,4.711616571892785,4.950790259659429,0.18243740067463263,0
1990-05-01,73.54149425287358,77.05495173022017,-5.769505794389984,-0.1666368689389444,4.365400161681476,4.9025187709510325,-0.6954113047323568,0
1990-06-01,74.57726744186047,75.67616513503242,-3.225941565570789,0.007538173957929626,4.673650282030639,4.908193431322612,-0.01441373807642915,0
1990-07-01,73.53980459770115,74.5195608380248,-5.578449959511267,-0.2549776170139881,4.819277108433728,4.845069649064867,0.30589112837877286,0
1990-08-01,79.04623456790124,75.21291954051814,-6.655798478826924,0.8522120718505127,5.702811244979911,4.918345207438713,2.353784432846637,0
1990-09-01,78.93445679012346,75.5525237846552,-2.110629660104879,0.7629369350877926,6.169871794871806,5.073771193981725,2.8113907217264265,0
1990-10-01,80.69848101265823,76.72295644385302,6.02384040792594,1.0719993256343485,6.379585326953752,5.351765986491885,2.639436198959299,0
1990-11-01,79.898575,77.78246990170743,6.162686608693901,0.8169585702568768,6.195393169181873,5.656764821075285,2.0192122836674145,0
1990-12-01,72.95777272727273,77.51255411594279,-11.939910484432104,-0.7828676525142185,6.254948535233562,5.920314529942439,1.872794813230232,0
1991-01-01,67.67360638297872,76.53485441348907,-15.91192176229763,-1.8617090510047207,5.647058823529405,6.0582781491250515,0.8123126119073132,0
1991-02-01,70.65737777777777,75.13671161513516,-5.646849778084729,-1.243696949482442,5.312500000000009,5.993226274961735,0.22147630457629916,0
1991-03-01,78.42209876543211,75.05131861101992,1.983524436369155,0.41780999121747253,4.821150855365497,5.768439451710683,-0.5895325076305271,0
1991-04-01,72.56843678160921,73.69631123917843,-1.5031353542589776,-1.0422946503718702,4.809930178432875,5.5068302602905375,-0.5887176205158937,0
1991-05-01,73.8572705882353,72.68942717055097,0.42938525871654143,-0.6686927434646819,5.034856700232382,5.313407515465621,-0.20131113069403267,0
1991-06-01,69.56791111111112,72.12445023452403,-6.717001711888393,-1.5676545487596554,4.695919938414161,5.053569415995722,-0.7188208160654985,0
1991-07-01,74.18539285714284,73.20974798021805,0.8778759516337775,-0.4429150012521063,4.367816091954024,4.840362294066492,-1.1684385192091056,0
1991-08-01,71.07434482758622,73.27924248851947,-10.085097391283215,-1.1216522830630458,3.7993920972644313,4.588177643610561,-1.8700332188003026,0
1991-09-01,69.7186404494382,71.82866610252047,-11.675276825162594,-1.3460619669407887,3.396226415094339,4.350690236898703,-2.170142225091012,0
1991-10-01,66.05944680851063,70.74383444033738,-18.14040861791606,-1.9686587147252066,2.8485757121439192,4.023797825850543,-2.4195580535315626,0
1991-11-01,67.9575934065934,69.76055491006373,-14.945174671020844,-1.3969602887540413,3.0665669409125185,3.695749532630565,-1.9165235377805399,0
1991-12-01,63.146551020408154,68.69032822827991,-13.447808698245789,-2.1916838475763294,2.980625931445613,3.409867198135807,-1.7908002862211418,0
1992-01-01,64.58671578947369,67.09054871700171,-4.561439471742778,-1.7132362359969993,2.672605790645899,3.127332147917787,-1.835277261807298,0
1992-02-01,62.21166326530612,65.61343512328837,-11.953053988267136,-1.9210273382863354,2.8189910979228294,2.963931981360853,-1.5325432101542271,0
1992-03-01,62.61276288659794,64.42912219614833,-20.159286894528773,-1.6498168177223602,3.189910979228472,2.9295460753832088,-1.11770823436287,0
1992-04-01,61.67557142857143,63.698476299491794,-15.010472646419636,-1.626623698499606,3.1828275351591495,2.9852547125524134,-1.0442329463428732,0
1992-05-01,61.454336734693875,62.614600187508536,-16.793111571492435,-1.500992810382665,3.0235988200590036,2.9780933590768277,-1.0971814783340144,0
1992-06-01,60.072829999999996,62.10231335077385,-13.64865059114101,-1.5496820841638312,3.0147058823529305,2.983773350894714,-1.0252244123245051,0
1992-07-01,63.079168421052636,61.851055456036995,-14.970904659731621,-1.0010767204477282,3.1571218795888534,3.0645260323852064,-0.8500932792559669,0
1992-08-01,62.21698958333334,61.85194317570821,-12.462099039729813,-1.0489792503604574,3.0746705710102518,3.1071392778997766,-0.8390442842620984,0
1992-09-01,69.58088372093023,63.01329664809692,-0.19758952214202763,0.16446980905252853,2.9927007299270114,3.0742709030162003,-0.8340302097375092,0
1992-10-01,75.54840506329114,65.32543558721687,14.364271445212928,1.2566422872097862,3.279883381924198,3.0904468774770417,-0.5418862112601393,0
1992-11-01,75.55630379746836,67.67576343101261,11.181547211967203,1.3664824075217876,3.1204644412191396,3.106591147670398,-0.6234855591873256,0
1992-12-01,56.84954285714286,67.13854890720309,-9.972053994255658,-1.8501379787906058,2.966714905933454,3.098592651600485,-0.7316643290558386,0
1993-01-01,70.05332941176471,68.30090907232177,8.46399070686601,0.4216525944442936,3.2537960954446943,3.1147050209097915,-0.3487690330897461,0
1993-02-01,67.4326590909091,69.1701873235844,8.392310302551564,-0.008006147298147403,3.2467532467532534,3.1433854668669583,-0.28360348839476685,0
1993-03-01,67.19326136363635,68.77225026403542,7.315598714809068,0.034698315007216034,3.0194104960460155,3.1478370945534593,-0.53850241006505,0
1993-04-01,67.30798850574713,67.39884750444476,9.132330591697556,0.10077454002124919,3.1563845050215145,3.127253948403012,-0.25583460813657993,0
1993-05-01,71.70806097560975,66.75747370080165,16.68511090630187,0.9987100384774802,3.2211882605583497,3.1440412516262133,-0.02168736373335564,0
1993-06-01,76.61162337662337,70.05115378738174,27.53123729417004,1.7872876201441412,2.9978586723768963,3.1492318793667873,-0.48231765493306,0
1993-07-01,78.39036,71.44065888542094,24.272976264914202,1.9737385973116122,2.8469750889679624,3.0814283782873315,-1.1157529113915463,0
1993-08-01,77.34415789473685,73.09257535272558,24.313565173612606,1.6502145269925337,2.840909090909083,3.013787685646637,-1.2489838836775584,0
1993-09-01,86.09654411764706,76.24312247839403,23.735916409105396,2.530135429792548,2.7639971651311157,2.97121879716082,-1.5951259737351953,0
1993-10-01,94.17858064516129,80.72155450162973,24.659919115780937,2.810742672522498,2.752293577981657,2.903870309320844,-1.5877563905789054,0
1993-11-01,94.20133870967743,84.47043412397433,24.677007708301634,2.3348185330185207,2.7445460942997935,2.8244299482777513,-1.4777028968307875,0
1993-12-01,64.88808888888889,82.51651170935192,14.140036362202736,-0.5478987669935571,2.8109627547435068,2.793280628672187,-1.0473450716632893,0
1994-01-01,83.91682857142858,83.43758980459002,19.789921872486538,1.2134367546809595,2.450980392156854,2.7272815125370022,-2.6259894891763014,0
1994-02-01,91.862796875,85.8573629679672,36.22894026936636,1.7525942833849764,2.515723270440251,2.6730838757921966,-2.0598545805394166,0
1994-03-01,88.77446268656716,86.3036827294539,32.11810363860403,1.3417488346768698,2.6517794836008246,2.654380928870481,-1.3321334094254036,0
1994-04-01,95.30219047619049,86.49095103462543,41.59120275604886,1.71421336785512,2.364394993045882,2.5897311647145185,-2.1866368250003902,0
1994-05-01,80.63349333333333,84.22964347190141,12.446902393246152,0.42017133002741736,2.288488210818307,2.513721517467604,-2.1155606743853177,0
1994-06-01,89.51491176470589,88.33411395120424,16.842468308822856,1.1003736781922187,2.494802494802495,2.4610281408107686,-1.2780963940647003,0
1994-07-01,89.35844927536232,89.2410507351932,13.991630189429305,1.002194274998835,2.69896193771626,2.502358398404003,-0.536179667131679,0
1994-08-01,97.23628124999999,90.13663146435987,25.718973348104377,1.5571404371453037,2.900552486187835,2.5664966010286006,0.1769863179087906,0
1994-09-01,93.29137313432835,90.88944987232007,8.356698971389465,1.110314066268872,2.965517241379323,2.618786227325017,0.40548270889135746,0
1994-10-01,90.23138571428571,90.04431574533594,-4.191181162251234,0.7826191636048668,2.609890109890123,2.6597020801323907,-0.7554244556352319,0
1994-11-01,92.53073913043477,92.02719004485283,-1.773435072288454,0.9075162617627704,2.602739726027403,2.71207733266724,-0.7145407049793194,0
1994-12-01,91.99827142857143,92.44108332216376,41.779905994927134,0.8150307620516895,2.597402597402576,2.7291773497672533,-0.6765930216043856,0
1995-01-01,89.63156164383561,92.48660205024265,6.809996480673419,0.531462634618105,2.8708133971291794,2.757819259669407,0.4037461519129527,0
1995-02-01,86.54341558441558,90.70445777264524,-5.790571887140161,0.16479220269664302,2.862985685071595,2.7515581261500337,0.4723939412036098,0
1995-03-01,91.013,90.32472891692385,2.521600520789824,0.5649524012625083,2.7872195785180187,2.7218418490064824,0.19872685504492954,0
1995-04-01,99.62276470588236,91.88995874885661,4.533551860774154,1.4560679518309267,3.125000000000022,2.8076934973581325,1.6920357168130995,0
1995-05-01,98.00734285714285,92.80272603664132,21.54669084221268,1.1940907090991748,3.1186440677966054,2.893677554319666,1.7492644996342988,0
1995-06-01,106.21253846153846,95.1717705421358,18.65345825366287,1.9671595505771475,3.0425963488843744,2.967876512899966,1.3773403932348205,0
1995-07-01,101.25591304347826,97.10916244207624,13.314313156278423,1.271526930569395,2.8301886792452713,2.961105726585981,0.42116225350688347,0
1995-08-01,106.53637878787879,100.44132297598678,9.564431525273708,1.7314676159908815,2.6174496644295386,2.920183056478972,-0.4992897421209699,0
1995-09-01,107.00459090909092,103.10658812750194,14.699341765521211,1.5996539246453652,2.54521098459477,2.879848290825097,-0.7745314196750219,0
1995-10-01,100.92072857142857,103.32291543842632,11.846590598741624,0.8750450947621687,2.7443105756358666,2.816400053431071,0.1157722040900934,0
1995-11-01,111.35971874999998,105.54831142056916,20.348891402481062,1.7942881601251617,2.603471295060067,2.730537924641648,-0.48438020431371337,0
1995-12-01,119.18336666666666,107.71011612142387,29.549571764728277,2.532468693735947,2.5316455696202667,2.6453794614309634,-0.7454705856958527,0
1996-01-01,111.03535384615384,109.34002292186979,23.87974928671821,1.5019458241804906,2.7906976744185963,2.6387976272931843,0.34203400310998044,0
1996-02-01,109.68863636363638,109.86539918449607,26.744057445531077,1.2409434030608726,2.717031146454607,2.655394540964029,-0.029366378604019132,0
1996-03-01,113.623234375,110.96850642881424,24.842862420753065,1.4933074297634423,2.8439153439153486,2.705178600850792,0.5162147964482464,0
1996-04-01,133.08743636363636,116.32962439418219,33.591390237514695,2.7040196448948626,2.832674571805005,2.7199059335456486,0.40038574652869,0
1996-05-01,113.26124615384614,116.64654562815656,15.564041276925188,0.9922376582463756,2.827087442472065,2.7571752914476484,0.29975972759366803,0
1996-06-01,107.43546376811594,114.68856181173145,1.1513944815661592,0.4347096850649139,2.8215223097112663,2.8054880814628143,0.20407114448911043,0
1996-07-01,114.64678461538462,115.29046693993656,13.224779836962664,0.9860714639678212,2.8833551769331667,2.8209309985485764,0.5239345930096002,0
1996-08-01,116.90621875,116.49339733766384,9.733614076341258,1.0914182684077582,2.8122956180510084,2.8368084104813094,0.12696945114871358,0
1996-09-01,118.56624999999998,117.31723327516384,10.804825281498086,1.1346169314554093,3.0045721750489918,2.8635845490035834,1.2484598259019384,0
1996-10-01,125.62236065573771,116.07305399051405,24.476272054284752,1.5849723805627256,3.0618892508143203,2.901786995505136,1.4422147616740515,0
1996-11-01,124.5346129032258,117.951948448744,11.830933394150488,1.3668986911235557,3.2530904359141077,2.9727874944121435,2.1856033335320944,0
1996-12-01,127.6242131147541,121.31674000651702,7.082235285142513,1.4881058630992205,3.378817413905133,3.065670011777788,2.3925409546204364,0
1997-01-01,132.575,124.30477590395293,19.39890801238913,1.740004026066356,3.0381383322559907,3.091467204331592,0.7447273545528442,0
1997-02-01,131.48873333333333,126.73519500117516,19.87452637976641,1.569091884166955,3.0322580645161246,3.128127612075778,0.6774637656596229,0
1997-03-01,130.38986885245902,128.70579814325166,14.756343251172321,1.3960276007272452,2.7652733118971096,3.088244468217131,-0.5464691810027972,0
1997-04-01,129.64583870967743,129.37637781890828,-2.585967351986107,1.2282889092142888,2.434336963484962,2.9836524203289048,-1.8328179630200963,0
1997-05-01,124.45747692307692,129.3635218222168,9.88531483577586,0.6888826590061465,2.237851662404089,2.814445958077235,-2.27924283028688,0
1997-06-01,129.11085714285716,129.61129582690066,20.175268588707773,1.0507401173634454,2.233567326100827,2.623570943443184,-1.9941149865576344,0
1997-07-01,140.81256896551724,130.98422398782017,22.82295525156961,1.9711346191420633,2.165605095541401,2.4781487373240854,-1.9480286484182487,0
1997-08-01,144.37117543859648,133.13129767203068,23.49315287267084,2.023557762488633,2.2900763358778775,2.354451782551044,-1.4293534597098145,0
1997-09-01,140.73316949152542,134.8551811118751,18.695808876071762,1.5477550231032255,2.21940393151554,2.2634735524874494,-1.534551998429124,0
1997-10-01,141.43366101694915,136.81981816308706,12.586374176283455,1.515954138344495,2.0859671302149163,2.205411913609108,-1.723723172773991,0
1997-11-01,137.68804918032788,139.02491353929557,10.56207264025739,1.0854169186009044,1.8903591682419618,2.1474964979154207,-1.9856009901754652,0
1997-12-01,138.4977704918033,140.58939909745325,8.519979956524537,1.0661410200313641,1.6970458830924073,2.0580762574140175,-2.133314788671278,0
1998-01-01,122.1879,137.48528760320036,-7.834885913633782,-0.4488945276169013,1.6311166875784044,1.9689948560868515,-1.9766081698794145,0
1998-02-01,123.15677142857143,133.94955360152954,-6.33663561397293,-0.4356678524017379,1.440200375704448,1.827348862724613,-2.039310652705665,0
1998-03-01,121.94360563380283,130.81795962524242,-6.477698990719471,-0.611191250339892,1.3767209011263937,1.6869016909930885,-1.8856154584994462,0
1998-04-01,125.26069565217391,128.1224653977799,-3.382401703862936,-0.24007030159061649,1.4383989993745905,1.5789736691863674,-1.5939300823205884,0
1998-05-01,132.67451515151515,127.28687639297777,6.6022857216661235,0.45944123874126613,1.6885553470919357,1.5453396989946964,-1.0901676171707724,0
1998-06-01,137.1,127.05391464434388,6.187816450093808,0.8986919322467479,1.6229712858926382,1.532993932794735,-1.0973680262666348,0
1998-07-01,136.03951515151516,129.36251716959643,-3.3896504048377407,0.7105795704111316,1.74563591022443,1.552080469902406,-0.8314975609562385,0
1998-08-01,139.13186153846152,132.02503218791142,-3.6290581442022907,1.04137069629266,1.6169154228855787,1.581532977765928,-0.9519220585882783,0
1998-09-01,149.64424590163935,136.64180556588417,6.331894920230963,2.1864216329634987,1.4267990074441794,1.589879328818892,-1.152334166863243,0
1998-10-01,157.9848474576271,142.09583086679302,11.702437963968482,2.617612838308518,1.4860681114551078,1.5978241808323113,-0.9805815579808527,0
1998-11-01,157.03925,146.15662000820717,14.054379399571681,2.15585813058043,1.4842300556586308,1.5637699655934274,-0.9247616980638375,0
1998-12-01,170.68925454545453,151.75482909911628,23.243322935336664,2.7471070119833776,1.606922126081578,1.5610951056249174,-0.6687352467146493,0
1999-01-01,153.67316393442624,154.69377056293482,25.767906588480738,1.2359800089771096,1.6666666666666607,1.547933565031956,-0.4899497714160992,0
1999-02-01,155.9362,157.4944936398579,26.616018097259087,1.2916309373193415,1.6666666666666607,1.5562254389954695,-0.43083482734742157,0
1999-03-01,168.613625,160.65605682291798,38.27180533462939,1.9675371277083464,1.7283950617283939,1.6064914480428385,-0.18076375573897585,0
1999-04-01,201.52917021276593,167.91344394877447,60.88779418276238,3.104213799559923,2.281134401972884,1.739002496462468,1.6135808465079535,0
1999-05-01,214.10924999999997,177.42511061544113,61.379334799517316,2.8912570030011193,2.091020910209096,1.840134305554212,1.0480269588824154,0
1999-06-01,220.88430232558142,185.79095191212892,61.111817888826714,2.565753304297107,1.9656019656019597,1.8999142788076089,0.7002975653630105,0
